Topic,Title,Authors,Publication,Date,Citations,Volume,Issue,Pages,DOI,Abstract
biotechnology,Enhancing microbial superoxide generation and conversion to hydroxyl radicals for enhanced bioremediation using iron-binding ligands,Wang Y.,Journal of Environmental Sciences (China),2025-01-01,0,147,No issue available,597-606,10.1016/j.jes.2023.11.023,No abstract available
biotechnology,Degradation of gaseous hydrocarbons in aerated stirred bioreactors inoculated with Rhodococcus erythropolis: Effect of the carbon source and SIFT-MS method development,Lamprea Pineda P.A.,Journal of Environmental Sciences (China),2025-01-01,0,147,No issue available,268-281,10.1016/j.jes.2023.10.020,No abstract available
biotechnology,The evolution of media reportage on GMOs in Ghana following approval of first GM crop,Gakpo J.O.,GM crops &amp; food,2024-12-31,0,15,1,16-27,10.1080/21645698.2024.2365481,No abstract available
biotechnology,Experimental evaluation of bearingless spinfilter topologies,Beglinger L.,Separation and Purification Technology,2024-12-18,0,350,No issue available,,10.1016/j.seppur.2024.127845,No abstract available
biotechnology,Pathology of pain and its implications for therapeutic interventions,Cao B.,Signal Transduction and Targeted Therapy,2024-12-01,0,9,1,,10.1038/s41392-024-01845-w,No abstract available
biotechnology,"IMA Genome – F19: A genome assembly and annotation guide to empower mycologists, including annotated draft genome sequences of Ceratocystis pirilliformis, Diaporthe australafricana, Fusarium ophioides, Paecilomyces lecythidis, and Sporothrix stenoceras",Aylward J.,IMA Fungus,2024-12-01,0,15,1,,10.1186/s43008-024-00142-z,No abstract available
biotechnology,Exploration of mobile genetic elements in the ruminal microbiome of Nellore cattle,Faleiros C.A.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63951-7,No abstract available
biotechnology,Environmental activity-based protein profiling for function-driven enzyme discovery from natural communities,Ninck S.,Environmental Microbiome,2024-12-01,0,19,1,,10.1186/s40793-024-00577-2,No abstract available
biotechnology,Rational engineering of Halomonas salifodinae to enhance hydroxyectoine production under lower-salt conditions,Yang N.,Applied Microbiology and Biotechnology,2024-12-01,0,108,1,,10.1007/s00253-024-13197-0,No abstract available
biotechnology,Bottlenecks in biobased approaches to plastic degradation,Bergeson A.R.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-49146-8,No abstract available
biotechnology,Detergent-resistant α-amylase derived from Anoxybacillus karvacharensis K1 and its production based on whey,Ghevondyan D.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63606-7,No abstract available
biotechnology,Regiodivergent biosynthesis of bridged bicyclononanes,Ernst L.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-48879-w,No abstract available
biotechnology,Comparative genomic analysis of Planctomycetota potential for polysaccharide degradation identifies biotechnologically relevant microbes,Klimek D.,BMC Genomics,2024-12-01,0,25,1,,10.1186/s12864-024-10413-z,No abstract available
biotechnology,"Correction to: Assessing immunogenicity of CRISPR-NCas9 engineered strain against porcine epidemic diarrhea virus (Applied Microbiology and Biotechnology, (2024), 108, 1, (248), 10.1007/s00253-023-12989-0)",Li F.,Applied Microbiology and Biotechnology,2024-12-01,0,108,1,,10.1007/s00253-024-13192-5,No abstract available
biotechnology,Biotechnological potential of actinomycetes in the 21st century: a brief review,de Souza Rodrigues R.,"Antonie van Leeuwenhoek, International Journal of General and Molecular Microbiology",2024-12-01,0,117,1,,10.1007/s10482-024-01964-y,No abstract available
biotechnology,Exploring the potential of nanomaterials (NMs) as diagnostic tools and disease resistance for crop pathogens,Jabran M.,Chemical and Biological Technologies in Agriculture,2024-12-01,0,11,1,,10.1186/s40538-024-00592-y,No abstract available
biotechnology,Molecular mechanisms of aging and anti-aging strategies,Li Y.,Cell Communication and Signaling,2024-12-01,0,22,1,,10.1186/s12964-024-01663-1,No abstract available
biotechnology,"Correction to: Exploring the extrachromosomal plasmid rDNA of Naegleria fowleri AY27 genotype II: A human brain-eating amoeba via high-throughput sequencing (BMC Medical Genomics, (2024), 17, 1, (125), 10.1186/s12920-024-01890-y)",Aurongzeb M.,BMC Medical Genomics,2024-12-01,0,17,1,,10.1186/s12920-024-01912-9,No abstract available
biotechnology,Novel enzymes for biodegradation of polycyclic aromatic hydrocarbons identified by metagenomics and functional analysis in short-term soil microcosm experiments,Nagy K.K.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-61566-6,No abstract available
biotechnology,Preparation and characterization of hybrid polypyrrole nanoparticles as a conducting polymer with controllable size,Mahmood J.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-61587-1,No abstract available
biotechnology,BioPrediction-RPI: Democratizing the prediction of interaction between non-coding RNA and protein with end-to-end machine learning,Florentino B.R.,Computational and Structural Biotechnology Journal,2024-12-01,0,23,No issue available,2267-2276,10.1016/j.csbj.2024.05.031,No abstract available
biotechnology,MicroRNA Nano-Shuttles: Engineering Extracellular Vesicles as a Cutting-Edge Biotechnology Platform for Clinical Use in Therapeutics,Menjivar N.G.,Biological Procedures Online,2024-12-01,0,26,1,,10.1186/s12575-024-00241-6,No abstract available
autonomous vehicles,"Effects of multimodal explanations for autonomous driving on driving performance, cognitive load, expertise, confidence, and trust",Kaufman R.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62052-9,No abstract available
autonomous vehicles,Curse of rarity for autonomous vehicles,Liu H.X.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-49194-0,No abstract available
autonomous vehicles,An fNIRS dataset for driving risk cognition of passengers in highly automated driving scenarios,Zhang X.,Scientific Data,2024-12-01,0,11,1,,10.1038/s41597-024-03353-6,No abstract available
autonomous vehicles,Machine vision-based autonomous road hazard avoidance system for self-driving vehicles,Qiu C.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62629-4,No abstract available
autonomous vehicles,Microwave-transparent metallic metamaterials for autonomous driving safety,Lee E.J.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-49001-w,No abstract available
autonomous vehicles,Continuity of GNSS as a critical attribute for safety applications in land transport,Filip A.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-61937-z,No abstract available
autonomous vehicles,Automatic Miscalibration Detection and Correction of LiDAR and Camera Using Motion Cues,Peng P.,Chinese Journal of Mechanical Engineering (English Edition),2024-12-01,0,37,1,,10.1186/s10033-024-01035-3,No abstract available
autonomous vehicles,Shared autonomous vehicles and agent based models: a review of methods and impacts,Karolemeas C.,European Transport Research Review,2024-12-01,0,16,1,,10.1186/s12544-024-00644-2,No abstract available
autonomous vehicles,Human as AI mentor: Enhanced human-in-the-loop reinforcement learning for safe and efficient autonomous driving,Huang Z.,Communications in Transportation Research,2024-12-01,0,4,No issue available,,10.1016/j.commtr.2024.100127,No abstract available
autonomous vehicles,A road surface reconstruction dataset for autonomous driving,Zhao T.,Scientific Data,2024-12-01,0,11,1,,10.1038/s41597-024-03261-9,No abstract available
autonomous vehicles,Modeling the effect of autonomous vehicles (AVs) on the accessibility of the transportation network,Mirzahossein H.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-60069-8,No abstract available
autonomous vehicles,Acoustic imaging of stable double diffusion in the Madeira abyssal plain,Duarte A.F.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-58861-7,No abstract available
autonomous vehicles,TrajectoFormer: Transformer-Based Trajectory Prediction of Autonomous Vehicles with Spatio-temporal Neighborhood Considerations,Amin F.,International Journal of Computational Intelligence Systems,2024-12-01,0,17,1,,10.1007/s44196-024-00410-1,No abstract available
autonomous vehicles,Optimizing industrial transport with a connected automated vehicle demonstrator for assembly systems and end-of-line production,Curiel-Ramirez L.A.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-58627-1,No abstract available
autonomous vehicles,Evaluating large language models as agents in the clinic,Mehandru N.,npj Digital Medicine,2024-12-01,0,7,1,,10.1038/s41746-024-01083-y,No abstract available
autonomous vehicles,A binary choice model for adoption of an emerging travel mode with unique service features,Gu Y.,Communications in Transportation Research,2024-12-01,0,4,No issue available,,10.1016/j.commtr.2024.100121,No abstract available
autonomous vehicles,High performance artificial visual perception and recognition with a plasmon-enhanced 2D material neural network,Zhang T.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-46867-8,No abstract available
autonomous vehicles,"How can on-street parking regulations affect traffic, safety, and the environment in a cooperative, connected, and automated era?",Sha H.,European Transport Research Review,2024-12-01,1,16,1,,10.1186/s12544-023-00628-8,No abstract available
autonomous vehicles,ST-LaneNet: Lane Line Detection Method Based on Swin Transformer and LaneNet,Du Y.,Chinese Journal of Mechanical Engineering (English Edition),2024-12-01,0,37,1,,10.1186/s10033-024-00992-z,No abstract available
autonomous vehicles,Comprehensive study of driver behavior monitoring systems using computer vision and machine learning techniques,Qu F.,Journal of Big Data,2024-12-01,1,11,1,,10.1186/s40537-024-00890-0,No abstract available
autonomous vehicles,GPT-4 enhanced multimodal grounding for autonomous driving: Leveraging cross-modal attention with large language models,Liao H.,Communications in Transportation Research,2024-12-01,2,4,No issue available,,10.1016/j.commtr.2023.100116,No abstract available
autonomous vehicles,Algorithm Optimization of Computer Simulation Vehicle Driving Simulation System Based on Virtual Reality Technology,Zou L.,International Journal of Computational Intelligence Systems,2024-12-01,0,17,1,,10.1007/s44196-024-00426-7,No abstract available
autonomous vehicles,Applying AVWEWM to ethical decision-making during autonomous vehicle crashes,Liu G.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-54363-8,No abstract available
autonomous vehicles,Potholes and traffic signs detection by classifier with vision transformers,Satti S.K.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-52426-4,No abstract available
autonomous vehicles,Improving efficiency of DNN-based relocalization module for autonomous driving with server-side computing,Li D.,Journal of Cloud Computing,2024-12-01,1,13,1,,10.1186/s13677-024-00592-1,No abstract available
augmented reality,Cortical processes of multisensory plausibility modulation of vibrotactile perception in virtual environments in middled-aged and older adults,Kang K.Y.L.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-64054-z,No abstract available
augmented reality,Unveiling the impact of the SMARTCLAP project on habilitation,Bonello M.,Computational and Structural Biotechnology Journal,2024-12-01,0,24,No issue available,451-463,10.1016/j.csbj.2024.06.001,No abstract available
augmented reality,An embodied perspective on an augmented reality game in school: pupil's bodily experience toward learning,Stalheim O.R.,Smart Learning Environments,2024-12-01,0,11,1,,10.1186/s40561-024-00308-7,No abstract available
augmented reality,Co<sup>2</sup>iAR: Co-located audio-visual enabled mobile collaborative industrial AR wiring harness assembly,Fang W.,Robotics and Computer-Integrated Manufacturing,2024-12-01,0,90,No issue available,,10.1016/j.rcim.2024.102795,No abstract available
augmented reality,Reconfigurable image processing metasurfaces with phase-change materials,Cotrufo M.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-48783-3,No abstract available
augmented reality,Computer Interactive Gesture Recognition Model Based on Improved YOLOv5 Algorithm,Yu C.,International Journal of Computational Intelligence Systems,2024-12-01,0,17,1,,10.1007/s44196-024-00534-4,No abstract available
augmented reality,Co-created augmented reality app and its impact on the effectiveness of learning a foreign language and on cultural knowledge,Di Fuccio R.,Smart Learning Environments,2024-12-01,0,11,1,,10.1186/s40561-024-00304-x,No abstract available
